chapter,qno,english,japanese,ipa_us,question_image,audio_file,phrasal,accepted,cloze
U04,1,Put your hand down.,手を降ろしなさい。,,/images/eijukugo_zukan/U04/Q01.png,/audio/eijukugo_zukan/U04/S01.mp3,down,down,Put your hand [BLANK].
U04,2,The train slowed down.,列車は速度を落とした。,,/images/eijukugo_zukan/U04/Q02.png,/audio/eijukugo_zukan/U04/S02.mp3,down,down,The train slowed [BLANK].
U04,3,This scrap metal will be melted down and used again.,この鉄くずは溶かして再利用されるでしょう。,,/images/eijukugo_zukan/U04/Q03.png,/audio/eijukugo_zukan/U04/S03.mp3,down,down,This scrap metal will be melted [BLANK] and used again.
U04,4,He settled down on the sofa.,彼はソファにゆったりと座った。,,/images/eijukugo_zukan/U04/Q04.png,/audio/eijukugo_zukan/U04/S04.mp3,settled down,settled down|settle down,He settled [BLANK] on the sofa.
U04,5,The building suddenly fell down.,その建物は突然崩れ落ちた。,,/images/eijukugo_zukan/U04/Q05.png,/audio/eijukugo_zukan/U04/S05.mp3,down,down,The building suddenly fell [BLANK].
U04,6,Write down your name and address.,名前と住所を書き留めなさい。,,/images/eijukugo_zukan/U04/Q06.png,/audio/eijukugo_zukan/U04/S06.mp3,down,down,Write [BLANK] your name and address.
U04,7,I want to lie down on the sofa.,ソファに横になりたい。,,/images/eijukugo_zukan/U04/Q07.png,/audio/eijukugo_zukan/U04/S07.mp3,down,down,I want to lie [BLANK] on the sofa.
U04,8,The soldiers laid down their weapons.,兵士たちは武器を置いた。,,/images/eijukugo_zukan/U04/Q08.png,/audio/eijukugo_zukan/U04/S08.mp3,down,down,The soldiers laid [BLANK] their weapons.
U04,9,I hope things will calm down.,事態が落ち着くといいのですが。,,/images/eijukugo_zukan/U04/Q09.png,/audio/eijukugo_zukan/U04/S09.mp3,down,down,I hope things will calm [BLANK].
U04,10,My house was burned down.,私の家は焼け落ちた。,,/images/eijukugo_zukan/U04/Q10.png,/audio/eijukugo_zukan/U04/S10.mp3,down,down,My house was burned [BLANK].
U04,11,They decided to shut down the branch.,彼らはその支店を閉鎖することにした。,,/images/eijukugo_zukan/U04/Q11.png,/audio/eijukugo_zukan/U04/S11.mp3,down,down,They decided to shut [BLANK] the branch.
U04,12,The wind died down.,風は次第に弱まった。,,/images/eijukugo_zukan/U04/Q12.png,/audio/eijukugo_zukan/U04/S12.mp3,down,down,The wind died [BLANK].
