chapter,qno,english,japanese,ipa_us,question_image,audio_file,phrasal,accepted,cloze
U18,1,Take your hands out of your pockets.,ポケットから手を出しなさい。,/teɪk jʊr hænz aʊt əv jʊr ˈpɑkəts./,/images/eijukugo_zukan/U18/Q01.png,/audio/eijukugo_zukan/U18/S01.mp3,out of,out of,Take your hands [BLANK] your pockets.
U18,2,We are out of danger.,危険な状態から脱している。,/wi ər aʊt əv ˈdeɪnʤər./,/images/eijukugo_zukan/U18/Q02.png,/audio/eijukugo_zukan/U18/S02.mp3,out of,out of,We are [BLANK] danger.
U18,3,This train goes through to Ginza.,この列車は銀座まで乗り換えなしで行きます。,/ðɪs treɪn goʊz θru tɪ ˈgɪnzə./,/images/eijukugo_zukan/U18/Q03.png,/audio/eijukugo_zukan/U18/S03.mp3,through,through,This train goes [BLANK] to Ginza.
U18,4,This shop is open Monday through Saturday.,この店は月曜日から土曜日までやっています。,/ðɪs ʃɑp ɪz ˈoʊpən ˈmənˌdeɪ θru ˈsæˌtɪˌdeɪ./,/images/eijukugo_zukan/U18/Q04.png,/audio/eijukugo_zukan/U18/S04.mp3,through,through,This shop is open Monday [BLANK] Saturday.
U18,5,He cheated me out of my money.,彼は私からお金をだまし取った。,/hi ˈʧitɪd mi aʊt əv maɪ ˈməni./,/images/eijukugo_zukan/U18/Q05.png,/audio/eijukugo_zukan/U18/S05.mp3,out of,out of,He cheated me [BLANK] my money.
U18,6,Have you read the report through?,報告書を全部読みましたか。,/hæv ju rɛd ðə rɪˈpɔrt θru?/,/images/eijukugo_zukan/U18/Q06.png,/audio/eijukugo_zukan/U18/S06.mp3,through,through,Have you read the report [BLANK]?
U18,7,I talked him out of marrying her.,私は彼を説得して彼女との結婚を思いとどまらせた。,/aɪ tɔkt ɪm aʊt əv ˈmɛriɪŋ hər./,/images/eijukugo_zukan/U18/Q07.png,/audio/eijukugo_zukan/U18/S07.mp3,out of,out of,I talked him [BLANK] marrying her.
U18,8,I couldn't see through his lies.,彼の嘘を見抜けなかった。,/aɪ ˈkʊdənt si θru hɪz laɪz./,/images/eijukugo_zukan/U18/Q08.png,/audio/eijukugo_zukan/U18/S08.mp3,through,through,I couldn't see [BLANK] his lies.
U18,9,The ship went out of sight.,その船は見えなくなった。,/ðə ʃɪp wɛnt aʊt əv saɪt./,/images/eijukugo_zukan/U18/Q09.png,/audio/eijukugo_zukan/U18/S09.mp3,out of,out of,The ship went [BLANK] sight.
U18,10,I want to see this job through.,私はこの仕事を最後までやり通したい。,/aɪ wɔnt tɪ si ðɪs ʤɑb θru./,/images/eijukugo_zukan/U18/Q10.png,/audio/eijukugo_zukan/U18/S10.mp3,through,through,I want to see this job [BLANK].
U18,11,Stay out of my business.,私のことに関わらないで。,/steɪ aʊt əv maɪ ˈbɪznɪs./,/images/eijukugo_zukan/U18/Q11.png,/audio/eijukugo_zukan/U18/S11.mp3,out of,out of,Stay [BLANK] my business.
U18,12,The Thames flows through London.,テムズ川はロンドンを貫流している。,/ðə tɛmz floʊz θru ˈləndən./,/images/eijukugo_zukan/U18/Q12.png,/audio/eijukugo_zukan/U18/S12.mp3,through,through,The Thames flows [BLANK] London.
