chapter,qno,english,japanese,ipa_us,question_image,audio_file,phrasal,accepted,cloze
U11,1,I bought a present for him.,私は彼にプレゼントを買った。,/aɪ bɔt ə ˈprɛzənt fər ɪm./,/images/eijukugo_zukan/U11/Q01.png,/audio/eijukugo_zukan/U11/S01.mp3,for,for,I bought a present [BLANK] him.
U11,2,This is for you.,これはあなたへのプレゼントです。,/ðɪs ɪz fər ju./,/images/eijukugo_zukan/U11/Q02.png,/audio/eijukugo_zukan/U11/S02.mp3,for,for,This is [BLANK] you.
U11,3,I bought this watch for 1000 dollars.,私はこの腕時計を1000ドルで買った。,/aɪ bɔt ðɪs wɔʧ fər wən ˈθaʊzənd ˈdɔlərz./,/images/eijukugo_zukan/U11/Q03.png,/audio/eijukugo_zukan/U11/S03.mp3,for,for,I bought this watch [BLANK] 1000 dollars.
U11,4,Thank you for the present.,プレゼントをありがとうございます。,/θæŋk ju fər ðə ˈprɛzənt./,/images/eijukugo_zukan/U11/Q04.png,/audio/eijukugo_zukan/U11/S04.mp3,for,for,Thank you [BLANK] the present.
U11,5,This country is heading for recession.,この国は不況に向かっている。,/ðɪs ˈkəntri ɪz ˈhɛdɪŋ fər ˌriˈsɛʃən./,/images/eijukugo_zukan/U11/Q05.png,/audio/eijukugo_zukan/U11/S05.mp3,for,for,This country is heading [BLANK] recession.
U11,6,That company is searching for a new CEO.,その会社は新しいCEOを探している。,/ðət ˈkəmpəˌni ɪz ˈsərʧɪŋ fər ə nu si i oʊ./,/images/eijukugo_zukan/U11/Q06.png,/audio/eijukugo_zukan/U11/S06.mp3,for,for,That company is searching [BLANK] a new CEO.
U11,7,This train is bound for Osaka.,この列車は大阪行きです。,/ðɪs treɪn ɪz baʊnd fər oʊˈsɑkə./,/images/eijukugo_zukan/U11/Q07.png,/audio/eijukugo_zukan/U11/S07.mp3,for,for,This train is bound [BLANK] Osaka.
U11,8,The baby is crying for milk.,赤ちゃんは泣いてミルクを求めている。,/ðə ˈbeɪbi ɪz kraɪɪŋ fər mɪlk./,/images/eijukugo_zukan/U11/Q08.png,/audio/eijukugo_zukan/U11/S08.mp3,for,for,The baby is crying [BLANK] milk.
U11,9,I voted for that law.,私はその法律に賛成票を投じた。,/aɪ ˈvoʊtɪd fər ðət lɔ./,/images/eijukugo_zukan/U11/Q09.png,/audio/eijukugo_zukan/U11/S09.mp3,for,for,I voted [BLANK] that law.
U11,10,I asked for her advice.,彼女の助言を求めた。,/aɪ æst fər hər ədˈvaɪs./,/images/eijukugo_zukan/U11/Q10.png,/audio/eijukugo_zukan/U11/S10.mp3,for,for,I asked [BLANK] her advice.
U11,11,I'm dying for a beer.,私はビールが飲みたくてたまらない。,/əm daɪɪŋ fər ə bɪr./,/images/eijukugo_zukan/U11/Q11.png,/audio/eijukugo_zukan/U11/S11.mp3,for,for,I'm dying [BLANK] a beer.
U11,12,We hoped for a successful result.,私たちは首尾よい結果を願った。,/wi hoʊpt fər ə səkˈsɛsfəl rɪˈzəlt./,/images/eijukugo_zukan/U11/Q12.png,/audio/eijukugo_zukan/U11/S12.mp3,for,for,We hoped [BLANK] a successful result.
U11,13,We wish for world peace.,私たちは世界平和を願っている。,/wi wɪʃ fər wərld pis./,/images/eijukugo_zukan/U11/Q13.png,/audio/eijukugo_zukan/U11/S13.mp3,for,for,We wish [BLANK] world peace.
U11,14,He spilled his drink while reaching for the salt.,彼は塩に手を伸ばしている時に飲み物をこぼした。,/hi spɪld hɪz drɪŋk waɪl ˈriʧɪŋ fər ðə sɔlt./,/images/eijukugo_zukan/U11/Q14.png,/audio/eijukugo_zukan/U11/S14.mp3,for,for,He spilled his drink while reaching [BLANK] the salt.
U11,15,They longed for his safe return.,彼らは彼が無事に戻って来ることを切望した。,/ðeɪ lɔŋd fər hɪz seɪf rɪˈtərn./,/images/eijukugo_zukan/U11/Q15.png,/audio/eijukugo_zukan/U11/S15.mp3,for,for,They longed [BLANK] his safe return.
U11,16,Could you exchange these pants for bigger ones?,このズボンをもっと大きいのと交換してくれますか。,/kʊd ju ɪksˈʧeɪnʤ ðiz pænts fər ˈbɪgər wənz?/,/images/eijukugo_zukan/U11/Q16.png,/audio/eijukugo_zukan/U11/S16.mp3,for,for,Could you exchange these pants [BLANK] bigger ones?
U11,17,I waited for him to come.,彼が来るのを待った。,/aɪ ˈweɪtɪd fər ɪm tɪ kəm./,/images/eijukugo_zukan/U11/Q17.png,/audio/eijukugo_zukan/U11/S17.mp3,for,for,I waited [BLANK] him to come.
U11,18,You can substitute margarine for butter.,バターの代わりにマーガリンが使えます。,/ju kən ˈsəbstəˌtut ˈmɑrʤərən fər ˈbətər./,/images/eijukugo_zukan/U11/Q18.png,/audio/eijukugo_zukan/U11/S18.mp3,for,for,You can substitute margarine [BLANK] butter.
U11,19,Many people applied for the job.,その仕事に多くの人が応募した。,/ˈmɛni ˈpipəl əˈplaɪd fər ðə ʤɑb./,/images/eijukugo_zukan/U11/Q19.png,/audio/eijukugo_zukan/U11/S19.mp3,for,for,Many people applied [BLANK] the job.
U11,20,How much did you pay for the car?,その車にいくら払いましたか。,/haʊ məʧ dɪd ju peɪ fər ðə kɑr?/,/images/eijukugo_zukan/U11/Q20.png,/audio/eijukugo_zukan/U11/S20.mp3,for,for,How much did you pay [BLANK] the car?
