chapter,qno,english,japanese,ipa_us,question_image,audio_file,phrasal,accepted,cloze
U09,1,I want to stand on my own feet.,独り立ちがしたい。,,/images/eijukugo_zukan/U09/Q01.png,/audio/eijukugo_zukan/U09/S01.mp3,on,on,I want to stand [BLANK] my own feet.
U09,2,Success depends on your effort.,成功は君の努力次第だ。,,/images/eijukugo_zukan/U09/Q02.png,/audio/eijukugo_zukan/U09/S02.mp3,on,on,Success depends [BLANK] your effort.
U09,3,Concentrate on your work.,仕事に集中しなさい。,,/images/eijukugo_zukan/U09/Q03.png,/audio/eijukugo_zukan/U09/S03.mp3,on,on,Concentrate [BLANK] your work.
U09,4,It is raining on and on.,雨がどんどん降り続いている。,,/images/eijukugo_zukan/U09/Q04.png,/audio/eijukugo_zukan/U09/S04.mp3,on,on,It is raining [BLANK] and on.
U09,5,I called on him yesterday.,昨日、彼を訪ねた。,,/images/eijukugo_zukan/U09/Q05.png,/audio/eijukugo_zukan/U09/S05.mp3,on,on,I called [BLANK] him yesterday.
U09,6,Can I try it on?,試着してもいいですか。,,/images/eijukugo_zukan/U09/Q06.png,/audio/eijukugo_zukan/U09/S06.mp3,on,on,Can I try it [BLANK]?
U09,7,You can rely on me.,私を当てにしてもいい。,,/images/eijukugo_zukan/U09/Q07.png,/audio/eijukugo_zukan/U09/S07.mp3,on,on,You can rely [BLANK] me.
U09,8,Cows feed on grass.,牛は草を常食とする。,,/images/eijukugo_zukan/U09/Q08.png,/audio/eijukugo_zukan/U09/S08.mp3,on,on,Cows feed [BLANK] grass.
U09,9,He lives on a small income.,彼は低収入で生活している。,,/images/eijukugo_zukan/U09/Q09.png,/audio/eijukugo_zukan/U09/S09.mp3,on,on,He lives [BLANK] a small income.
U09,10,It is based on a true story.,それは実話に基づいている。,,/images/eijukugo_zukan/U09/Q10.png,/audio/eijukugo_zukan/U09/S10.mp3,on,on,It is based [BLANK] a true story.
U09,11,Hang on to the rope.,ロープにしっかりつかまりなさい。,,/images/eijukugo_zukan/U09/Q11.png,/audio/eijukugo_zukan/U09/S11.mp3,on,on,Hang [BLANK] to the rope.
U09,12,It's raining off and on.,雨が降ったりやんだりしている。,,/images/eijukugo_zukan/U09/Q12.png,/audio/eijukugo_zukan/U09/S12.mp3,on,on,It's raining off and [BLANK].
