chapter,qno,english,japanese,ipa_us,question_image,audio_file,phrasal,accepted,cloze
U06,1,Let's go out for a drink.,飲みに出かけよう。,,/images/eijukugo_zukan/U06/Q01.png,/audio/eijukugo_zukan/U06/S01.mp3,out,out,Let's go [BLANK] for a drink.
U06,2,Stars are out.,星が出ている。,,/images/eijukugo_zukan/U06/Q02.png,/audio/eijukugo_zukan/U06/S02.mp3,out,out,Stars are [BLANK].
U06,3,The electricity is out again.,また停電している。,,/images/eijukugo_zukan/U06/Q03.png,/audio/eijukugo_zukan/U06/S03.mp3,out,out,The electricity is [BLANK] again.
U06,4,Hear me out.,最後まで話を聞いて。,,/images/eijukugo_zukan/U06/Q04.png,/audio/eijukugo_zukan/U06/S04.mp3,out,out,Hear me [BLANK].
U06,5,How about eating out tonight?,今夜は外食しませんか。,,/images/eijukugo_zukan/U06/Q05.png,/audio/eijukugo_zukan/U06/S05.mp3,out,out,How about eating [BLANK] tonight?
U06,6,He pointed out some mistakes in my English.,彼は私の英語の間違いをいくつか指摘した。,,/images/eijukugo_zukan/U06/Q06.png,/audio/eijukugo_zukan/U06/S06.mp3,out,out,He pointed [BLANK] some mistakes in my English.
U06,7,I found out he was lying.,彼がうそをついていたことが分かった。,,/images/eijukugo_zukan/U06/Q07.png,/audio/eijukugo_zukan/U06/S07.mp3,out,out,I found [BLANK] he was lying.
U06,8,I asked her out for a date.,私は彼女をデートに誘った。,,/images/eijukugo_zukan/U06/Q08.png,/audio/eijukugo_zukan/U06/S08.mp3,out,out,I asked her [BLANK] for a date.
U06,9,He usually stretches out on the sofa after dinner.,彼はたいてい夕食後ソファで足を伸ばしてくつろぐ。,,/images/eijukugo_zukan/U06/Q09.png,/audio/eijukugo_zukan/U06/S09.mp3,out,out,He usually stretches [BLANK] on the sofa after dinner.
U06,10,We must reach out to homeless people.,私たちはホームレスの人たちに手を差し伸べなければならない。,,/images/eijukugo_zukan/U06/Q10.png,/audio/eijukugo_zukan/U06/S10.mp3,out,out,We must reach [BLANK] to homeless people.
U06,11,I have to hang out the laundry.,洗濯物を干さなければならない。,,/images/eijukugo_zukan/U06/Q11.png,/audio/eijukugo_zukan/U06/S11.mp3,out,out,I have to hang [BLANK] the laundry.
U06,12,He laid out a large map on the desk.,彼は机の上に大きな地図を広げた。,,/images/eijukugo_zukan/U06/Q12.png,/audio/eijukugo_zukan/U06/S12.mp3,out,out,He laid [BLANK] a large map on the desk.
U06,13,They laid out a fortune on the wedding.,彼らは結婚式に大金をつぎ込んだ。,,/images/eijukugo_zukan/U06/Q13.png,/audio/eijukugo_zukan/U06/S13.mp3,out,out,They laid [BLANK] a fortune on the wedding.
U06,14,You can count me out this time.,今回は私を当てにしないで。,,/images/eijukugo_zukan/U06/Q14.png,/audio/eijukugo_zukan/U06/S14.mp3,out,out,You can count me [BLANK] this time.
U06,15,He spoke out against the decision.,彼はその決定に反対して声を上げた。,,/images/eijukugo_zukan/U06/Q15.png,/audio/eijukugo_zukan/U06/S15.mp3,out,out,He spoke [BLANK] against the decision.
U06,16,Don't stick your head out of the window.,窓の外に頭を出さないで。,,/images/eijukugo_zukan/U06/Q16.png,/audio/eijukugo_zukan/U06/S16.mp3,out,out,Don't stick your head [BLANK] of the window.
U06,17,That bird species died out a century ago.,その鳥の種は1世紀前に絶滅した。,,/images/eijukugo_zukan/U06/Q17.png,/audio/eijukugo_zukan/U06/S17.mp3,out,out,That bird species died [BLANK] a century ago.
U06,18,Cross out the wrong words.,間違った語句を線で消しなさい。,,/images/eijukugo_zukan/U06/Q18.png,/audio/eijukugo_zukan/U06/S18.mp3,out,out,Cross [BLANK] the wrong words.
U06,19,Those shoes wear out easily.,あの靴はすぐすり減る。,,/images/eijukugo_zukan/U06/Q19.png,/audio/eijukugo_zukan/U06/S19.mp3,out,out,Those shoes wear [BLANK] easily.
U06,20,Could you fill out this form?,この用紙に記入していただけますか。,,/images/eijukugo_zukan/U06/Q20.png,/audio/eijukugo_zukan/U06/S20.mp3,out,out,Could you fill [BLANK] this form?
