chapter,qno,english,japanese,ipa_us,question_image,audio_file,phrasal,accepted,cloze
U08,1,Our train arrived at Tokyo Station.,私たちの列車は東京駅に着いた。,,/images/eijukugo_zukan/U08/Q01.png,/audio/eijukugo_zukan/U08/S01.mp3,at,at,Our train arrived [BLANK] Tokyo Station.
U08,2,The President arrived at Tokyo.,大統領は東京に到着した。,,/images/eijukugo_zukan/U08/Q02.png,/audio/eijukugo_zukan/U08/S02.mp3,at,at,The President arrived [BLANK] Tokyo.
U08,3,He threw a ball at me.,彼は私にボールを投げた。,,/images/eijukugo_zukan/U08/Q03.png,/audio/eijukugo_zukan/U08/S03.mp3,at,at,He threw a ball [BLANK] me.
U08,4,My husband is still at work.,夫はまだ仕事中です。,,/images/eijukugo_zukan/U08/Q04.png,/audio/eijukugo_zukan/U08/S04.mp3,at,at,My husband is still [BLANK] work.
U08,5,I called at his office yesterday.,私は昨日彼の事務所に立ち寄った。,,/images/eijukugo_zukan/U08/Q05.png,/audio/eijukugo_zukan/U08/S05.mp3,at,at,I called [BLANK] his office yesterday.
U08,6,She's smiling at me.,彼女は私にほほえみかけている。,,/images/eijukugo_zukan/U08/Q06.png,/audio/eijukugo_zukan/U08/S06.mp3,at,at,She's smiling [BLANK] me.
U08,7,Don't laugh at me.,私を笑わないで。,,/images/eijukugo_zukan/U08/Q07.png,/audio/eijukugo_zukan/U08/S07.mp3,at,at,Don't laugh [BLANK] me.
U08,8,He glanced at his watch.,彼はちらっと腕時計を見た。,,/images/eijukugo_zukan/U08/Q08.png,/audio/eijukugo_zukan/U08/S08.mp3,at,at,He glanced [BLANK] his watch.
U08,9,Why are you staring at me?,どうして私をじっと見ているの。,,/images/eijukugo_zukan/U08/Q09.png,/audio/eijukugo_zukan/U08/S09.mp3,at,at,Why are you staring [BLANK] me?
U08,10,She gazed at the diamond ring.,彼女はそのダイヤの指輪を見つめた。,,/images/eijukugo_zukan/U08/Q10.png,/audio/eijukugo_zukan/U08/S10.mp3,at,at,She gazed [BLANK] the diamond ring.
U08,11,Don't get angry at me.,私に腹を立てないで。,,/images/eijukugo_zukan/U08/Q11.png,/audio/eijukugo_zukan/U08/S11.mp3,at,at,Don't get angry [BLANK] me.
U08,12,You don't have to shout at me.,私に怒鳴る必要はない。,,/images/eijukugo_zukan/U08/Q12.png,/audio/eijukugo_zukan/U08/S12.mp3,at,at,You don't have to shout [BLANK] me.
U08,13,He was surprised at the news.,彼はその知らせに驚いた。,,/images/eijukugo_zukan/U08/Q13.png,/audio/eijukugo_zukan/U08/S13.mp3,at,at,He was surprised [BLANK] the news.
U08,14,The dog is sniffing at my bag.,犬が私のカバンのにおいをくんくんかいでいる。,,/images/eijukugo_zukan/U08/Q14.png,/audio/eijukugo_zukan/U08/S14.mp3,at,at,The dog is sniffing [BLANK] my bag.
U08,15,Point A at B.,AをBに向けなさい。,,/images/eijukugo_zukan/U08/Q15.png,/audio/eijukugo_zukan/U08/S15.mp3,at,at,Point A [BLANK] B.
U08,16,Don't point your finger at me.,私に指をささないで。,,/images/eijukugo_zukan/U08/Q16.png,/audio/eijukugo_zukan/U08/S16.mp3,at,at,Don't point your finger [BLANK] me.
U08,17,He aimed a gun at the target.,彼は銃で的を狙った。,,/images/eijukugo_zukan/U08/Q17.png,/audio/eijukugo_zukan/U08/S17.mp3,at,at,He aimed a gun [BLANK] the target.
U08,18,The hunter shot at a bird.,猟師は鳥を狙い撃ちした。,,/images/eijukugo_zukan/U08/Q18.png,/audio/eijukugo_zukan/U08/S18.mp3,at,at,The hunter shot [BLANK] a bird.
U08,19,Can you make a guess at my age?,私の年齢を推測できますか。,,/images/eijukugo_zukan/U08/Q19.png,/audio/eijukugo_zukan/U08/S19.mp3,at,at,Can you make a guess [BLANK] my age?
U08,20,He caught at the ball.,彼はボールに飛びつこうとした。,,/images/eijukugo_zukan/U08/Q20.png,/audio/eijukugo_zukan/U08/S20.mp3,at,at,He caught [BLANK] the ball.
U08,21,What are you driving at?,何を言いたいの？,,/images/eijukugo_zukan/U08/Q21.png,/audio/eijukugo_zukan/U08/S21.mp3,at,at,What are you driving [BLANK]?
