chapter,qno,english,japanese,ipa_us,question_image,audio_file,phrasal,accepted,cloze
U19,1,He writes many books about cats.,彼はネコに関する本をたくさん書いています。,/hi raɪts ˈmɛni bʊks əˈbaʊt kæts./,/images/eijukugo_zukan/U19/Q01.png,/audio/eijukugo_zukan/U19/S01.mp3,about,about,He writes many books [BLANK] cats.
U19,2,That rock is about to fall.,その岩は今にも落ちそうだ。,/ðət rɑk ɪz əˈbaʊt tɪ fɔl./,/images/eijukugo_zukan/U19/Q02.png,/audio/eijukugo_zukan/U19/S02.mp3,about,about,That rock is [BLANK] to fall.
U19,3,I want to travel around the world.,世界一周旅行をしたい。,/aɪ wɔnt tɪ ˈtrævəl əraʊnd ðə wərld./,/images/eijukugo_zukan/U19/Q03.png,/audio/eijukugo_zukan/U19/S03.mp3,around,around,I want to travel [BLANK] the world.
U19,4,Turn around the corner.,その角を曲がってください。,/tərn əraʊnd ðə ˈkɔrnər./,/images/eijukugo_zukan/U19/Q04.png,/audio/eijukugo_zukan/U19/S04.mp3,around,around,Turn [BLANK] the corner.
U19,5,What are you talking about?,何について話しているのですか。,/wət ər ju ˈtɔkɪŋ əˈbaʊt?/,/images/eijukugo_zukan/U19/Q05.png,/audio/eijukugo_zukan/U19/S05.mp3,about,about,What are you talking [BLANK]?
U19,6,I went around to his office.,彼のオフィスに立ち寄った。,/aɪ wɛnt əraʊnd tɪ hɪz ˈɔfəs./,/images/eijukugo_zukan/U19/Q06.png,/audio/eijukugo_zukan/U19/S06.mp3,around,around,I went [BLANK] to his office.
U19,7,What are you thinking about?,何のことを考えているの？,/wət ər ju ˈθɪŋkɪŋ əˈbaʊt?/,/images/eijukugo_zukan/U19/Q07.png,/audio/eijukugo_zukan/U19/S07.mp3,about,about,What are you thinking [BLANK]?
U19,8,I hung around the bookshop.,書店をぶらぶらした。,/aɪ həŋ əraʊnd ðə ˈbʊkˌʃɑp./,/images/eijukugo_zukan/U19/Q08.png,/audio/eijukugo_zukan/U19/S08.mp3,around,around,I hung [BLANK] the bookshop.
U19,9,He spoke about Japan's economy.,彼は日本の経済について話をした。,/hi spoʊk əˈbaʊt ʤəˈpænz ɪˈkɑnəmi./,/images/eijukugo_zukan/U19/Q09.png,/audio/eijukugo_zukan/U19/S09.mp3,about,about,He spoke [BLANK] Japan's economy.
U19,10,I'll shop around this afternoon.,今日の午後はぶらぶら見て回ります。,/aɪl ʃɑp əraʊnd ðɪs ˌæftərˈnun./,/images/eijukugo_zukan/U19/Q10.png,/audio/eijukugo_zukan/U19/S10.mp3,around,around,I'll shop [BLANK] this afternoon.
U19,11,That cat comes around when it's hungry.,そのネコはお腹がへるとやって来る。,/ðət kæt kəmz əraʊnd wɪn ɪts ˈhəŋgri./,/images/eijukugo_zukan/U19/Q11.png,/audio/eijukugo_zukan/U19/S11.mp3,around,around,That cat comes [BLANK] when it's hungry.
U19,12,The kids are running around in the park.,子どもたちは公園で遊びまわっている。,/ðə kɪdz ər ˈrənɪŋ əraʊnd ɪn ðə pɑrk./,/images/eijukugo_zukan/U19/Q12.png,/audio/eijukugo_zukan/U19/S12.mp3,around,around,The kids are running [BLANK] in the park.
